ID,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Price
42854513.0,1083,FORD,Mustang,2001,Coupe,No,Petrol,3.6,321400,6,Manual,Rear,2-3,Left wheel,Blue,12.0,23521.0
42865949.0,761,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,593900,4,Automatic,Front,4-5,Left wheel,Silver,12.0,14113.0
42866189.0,1051,KIA,Optima,1996,Sedan,Yes,Petrol,2.4,125100,4,Tiptronic,Front,4-5,Left wheel,White,12.0,29793.0
42866369.0,891,HYUNDAI,Elantra Limited,2007,Sedan,Yes,Petrol,2,385300,4,Automatic,Front,4-5,Left wheel,Red,8.0,20228.0
42866426.0,900,MITSUBISHI,Outlander,1999,Jeep,No,Petrol,2.4,235400,4,Automatic,4x4,4-5,Left wheel,White,8.0,25559.0
42877422.0,1268,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,1.5,637000,4,Variator,Front,4-5,Right-hand drive,White,0.0,9252.0
42902950.0,639,BMW,528,1990,Sedan,Yes,Petrol,2,0,4,Tiptronic,Rear,4-5,Left wheel,Silver,10.0,38574.0
42965315.0,645,TOYOTA,ISIS,2008,Minivan,No,Petrol,1.8,350500,4,Tiptronic,4x4,4-5,Left wheel,White,10.0,16308.0
42971782.0,781,CHEVROLET,Cruze,2010,Sedan,No,Petrol,1.4 T,362100,4,Automatic,Front,4-5,Left wheel,White,8.0,16935.0
42972073.0,642,FORD,C-MAX,2007,Hatchback,No,Hybrid,2,506700,4,Automatic,Front,4-5,Left wheel,Black,8.0,16935.0
42974578.0,891,KIA,Sportage SX,1996,Jeep,Yes,Petrol,2.0 T,294400,4,Automatic,Front,4-5,Left wheel,Blue,10.0,22894.0
42975594.0,642,KIA,Optima HYBRID,2013,Sedan,No,Hybrid,2,469200,4,Automatic,Front,4-5,Left wheel,Black,8.0,14113.0
42993723.0,503,TOYOTA,Prius C,2006,Hatchback,No,Hybrid,1.5,484900,4,Automatic,Front,4-5,Left wheel,Red,12.0,16935.0
43009722.0,697,TOYOTA,Corolla LE,2000,Sedan,No,Petrol,1.8,266500,4,Automatic,Front,4-5,Left wheel,White,6.0,19444.0
43022143.0,765,HYUNDAI,Tucson,1988,Jeep,Yes,Diesel,2.0 T,0,4,Tiptronic,Front,4-5,Left wheel,Silver,12.0,46728.0
43056772.0,697,HONDA,Civic EX,2007,Coupe,No,Petrol,1.8,488200,4,Automatic,Front,2-3,Left wheel,Black,6.0,17562.0
43088253.0,585,TOYOTA,Prius V,2014,Hatchback,No,Hybrid,1.8,422300,4,Automatic,Front,4-5,Left wheel,Brown,4.0,14426.0
43099947.0,738,CHEVROLET,Cruze LT,2009,Sedan,Yes,Petrol,1.4 T,287500,4,Automatic,Front,4-5,Left wheel,Black,8.0,19287.0
43104819.0,1268,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,0,4,Variator,Front,4-5,Right-hand drive,Orange,2.0,10976.0
43116659.0,586,TOYOTA,Prius,2009,Hatchback,No,Petrol,1.8,397100,4,Automatic,Front,4-5,Left wheel,Blue,6.0,16621.0
43132736.0,530,NISSAN,Juke,2005,Jeep,No,Petrol,1.6 T,254400,4,Manual,Front,4-5,Left wheel,White,8.0,22580.0
43135982.0,697,TOYOTA,Prius,2005,Hatchback,No,Petrol,1.8,408100,4,Automatic,Front,4-5,Left wheel,White,8.0,19130.0
43150401.0,583,MINI,Cooper,2011,Sedan,Yes,Petrol,1.6,0,4,Automatic,Front,4-5,Left wheel,Black,12.0,12300.0
43159373.0,738,CHEVROLET,Cruze LT,2004,Sedan,No,Petrol,1.4 T,367700,4,Automatic,Front,4-5,Left wheel,Grey,6.0,18033.0
43187812.0,753,HYUNDAI,Sonata SE LIMITED,2013,Sedan,Yes,Hybrid,2.4,437000,4,Tiptronic,Front,4-5,Left wheel,Blue,12.0,13799.0
43247033.0,1325,VOLKSWAGEN,Sharan,2014,Minivan,No,Petrol,1.4,491400,4,Automatic,Front,4-5,Right-hand drive,Silver,6.0,9000.0
43257737.0,574,HONDA,Insight EX,2012,Hatchback,No,Hybrid,1.3,389300,4,Automatic,Front,4-5,Left wheel,White,6.0,13015.0
43277982.0,1413,HONDA,FIT,2016,Hatchback,No,Petrol,1.5,622000,4,Automatic,Front,4-5,Right-hand drive,White,4.0,8467.0
43278182.0,1148,SUZUKI,Swift,2017,Hatchback,No,Petrol,1.2,546400,4,Automatic,Front,4-5,Right-hand drive,Black,2.0,8500.0
43278454.0,1148,NISSAN,March,2015,Hatchback,No,Petrol,1.2,500700,4,Automatic,Front,4-5,Right-hand drive,Silver,2.0,6700.0
43278948.0,1268,HONDA,Fred,2015,Minivan,No,Hybrid,1.5,616700,4,Automatic,Front,4-5,Right-hand drive,White,4.0,9000.0
43285133.0,642,FORD,Focus,2017,Sedan,No,Petrol,2,536064,4,Automatic,Front,4-5,Left wheel,Blue,12.0,8154.0
43294188.0,645,TOYOTA,Prius,2011,Sedan,No,Hybrid,1.8,0,4,Automatic,Front,4-5,Left wheel,White,12.0,17900.0
43294459.0,1111,HONDA,FIT,2016,Hatchback,No,Petrol,1.3,608100,4,Automatic,Front,4-5,Right-hand drive,White,4.0,7300.0
43304122.0,639,MITSUBISHI,Outlander SPORT,2002,Jeep,No,Petrol,2,339000,4,Automatic,4x4,4-5,Left wheel,Silver,8.0,18660.0
43328333.0,530,HYUNDAI,Elantra GT,2010,Hatchback,Yes,Diesel,1.6 T,457600,4,Tiptronic,Front,4-5,Left wheel,White,8.0,19444.0
43376083.0,1030,MAZDA,Demio,2015,Hatchback,No,Petrol,1.2,515600,4,Automatic,Front,4-5,Right-hand drive,Grey,4.0,6500.0
43410363.0,878,TOYOTA,Prius,2011,Sedan,Yes,Hybrid,1.8,538400,4,Automatic,Front,4-5,Left wheel,Red,8.0,12231.0
43424507.0,798,MERCEDES-BENZ,ML 250,2015,Jeep,Yes,Diesel,2.1,110000,4,Tiptronic,4x4,4-5,Left wheel,White,12.0,84675.0
43447022.0,1018,BMW,740,1998,Sedan,Yes,Petrol,3,194100,6,Tiptronic,Rear,4-5,Left wheel,White,8.0,29793.0
43448352.0,1266,TOYOTA,Aqua,2014,Sedan,No,Hybrid,1.5,478200,4,Automatic,Front,4-5,Right-hand drive,White,2.0,10506.0
43497334.0,781,TOYOTA,Camry,2007,Sedan,No,Hybrid,2.5,544000,4,Tiptronic,Front,4-5,Left wheel,Black,10.0,13172.0
43525340.0,639,FORD,Focus ST,2010,Hatchback,Yes,Petrol,2.0 T,318300,4,Manual,Front,4-5,Left wheel,Yellow,8.0,17405.0
43558210.0,474,VOLKSWAGEN,Jetta,2013,Sedan,Yes,Hybrid,1.4 T,472200,4,Automatic,Front,4-5,Left wheel,Grey,12.0,13900.0
43593464.0,1017,HYUNDAI,Elantra SE,2009,Sedan,No,Petrol,2,395600,4,Automatic,Front,4-5,Left wheel,Red,8.0,17092.0
43593614.0,585,TOYOTA,Prius,2004,Hatchback,No,Hybrid,1.8,353000,4,Automatic,Front,4-5,Left wheel,Silver,8.0,17562.0
43594106.0,765,FORD,Escape SE,2005,Jeep,No,Petrol,2.0 T,254300,4,Automatic,4x4,4-5,Left wheel,Blue,8.0,19287.0
43605656.0,640,FORD,C-MAX,2009,Hatchback,Yes,Hybrid,2,470900,4,Tiptronic,Front,4-5,Left wheel,Black,0.0,15681.0
43611740.0,1091,TOYOTA,Camry SE,2004,Sedan,Yes,Petrol,2.5,145700,4,Automatic,Front,4-5,Left wheel,Carnelian red,8.0,26657.0
43635639.0,490,TOYOTA,Vitz,2015,Hatchback,No,Petrol,1.3,568300,4,Variator,4x4,4-5,Left wheel,Pink,7.0,11447.0
43640359.0,595,TOYOTA,Prius C YARIS IA,2006,Sedan,No,Petrol,1.5,322000,4,Automatic,Front,4-5,Left wheel,Black,6.0,17562.0
43640636.0,781,TOYOTA,Camry,2003,Sedan,Yes,Petrol,2.5,318700,4,Tiptronic,Front,4-5,Left wheel,Black,10.0,21012.0
43642515.0,1017,HYUNDAI,Elantra SE,2008,Sedan,No,Petrol,2,334400,4,Automatic,Front,4-5,Left wheel,Silver,8.0,17719.0
43642888.0,934,TOYOTA,Camry SE,2003,Sedan,Yes,Petrol,2.5,254600,4,Automatic,Front,4-5,Left wheel,Black,8.0,26343.0
43643055.0,490,HONDA,Insight,2010,Hatchback,No,Hybrid,1.3,497046,4,Automatic,Front,4-5,Left wheel,Black,7.0,11760.0
43660318.0,874,VOLKSWAGEN,UP,2017,Hatchback,No,Petrol,1,591600,3,Tiptronic,Front,4-5,Right-hand drive,White,2.0,6500.0
43662303.0,1141,HONDA,Element,2008,Universal,No,Petrol,2.4,403900,4,Automatic,4x4,4-5,Left wheel,Silver,8.0,16900.0
43699983.0,765,FORD,Fusion TITANIUM,2006,Sedan,Yes,Petrol,2.0 T,357400,4,Automatic,Front,4-5,Left wheel,Pink,8.0,18660.0
43707499.0,382,HYUNDAI,Sonata hybrid,2010,Sedan,No,Hybrid,2.4,419100,4,Tiptronic,Front,4-5,Left wheel,Black,10.0,18817.0
43718513.0,639,HYUNDAI,Elantra GT,2010,Hatchback,No,Petrol,2,483100,4,Automatic,Front,4-5,Left wheel,Grey,8.0,14740.0
43722104.0,308,TOYOTA,Prius,2007,Hatchback,No,Hybrid,1.8,364500,4,Variator,Front,4-5,Left wheel,Grey,12.0,16935.0
43726728.0,1018,BMW,328,2007,Sedan,Yes,Petrol,3,508400,6,Tiptronic,4x4,4-5,Left wheel,Grey,8.0,14426.0
43740819.0,1017,CHEVROLET,Camaro,1994,Coupe,No,Petrol,2,236700,4,Tiptronic,Rear,2-3,Left wheel,Blue,8.0,32929.0
43743712.0,2123,MAZDA,Axela,2006,Hatchback,No,Petrol,1.5,420200,4,Automatic,Front,4-5,Right-hand drive,Black,4.0,15000.0
43760863.0,397,TOYOTA,Prius,2004,Hatchback,No,Hybrid,1.8,324400,4,Automatic,Front,4-5,Left wheel,Silver,8.0,18817.0
43760990.0,333,SUBARU,Crosstrek,1999,Hatchback,Yes,Hybrid,2,227800,4,Automatic,Front,4-5,Left wheel,Silver,8.0,26814.0
43790286.0,2236,MAZDA,Atenza,2009,Sedan,Yes,Diesel,2.2,151891,4,Tiptronic,Front,4-5,Right-hand drive,Black,8.0,17000.0
43790476.0,1974,HONDA,FIT,2001,Hatchback,No,Petrol,1.3,415045,4,Automatic,4x4,4-5,Right-hand drive,Black,4.0,20000.0
43795894.0,781,TOYOTA,Camry,2005,Sedan,Yes,Petrol,2.5,366200,4,Tiptronic,Front,4-5,Left wheel,Red,10.0,21953.0
43797018.0,1292,LAND ROVER,Range Rover,2016,Jeep,Yes,Diesel,3.0 T,81000,6,Tiptronic,4x4,4-5,Left wheel,Grey,12.0,167781.0
43802318.0,891,MITSUBISHI,Outlander SPORT,2002,Jeep,No,Petrol,2,174400,4,Automatic,Front,4-5,Left wheel,Black,8.0,21796.0
43802390.0,891,HYUNDAI,Elantra,2007,Sedan,No,Petrol,2,455700,4,Automatic,Front,4-5,Left wheel,White,7.0,18817.0
43802990.0,917,MERCEDES-BENZ,GL 350 BLUETEC,2013,Jeep,Yes,Diesel,3.0 T,99000,6,Tiptronic,4x4,4-5,Left wheel,Grey,12.0,83107.0
43804615.0,1055,TOYOTA,Highlander,2013,Jeep,Yes,Petrol,3.5,62102,6,Tiptronic,4x4,4-5,Left wheel,Pink,12.0,52687.0
43860356.0,595,RENAULT,Captur QM3 Samsung,1997,Jeep,No,Diesel,1.5 T,305500,4,Tiptronic,Front,4-5,Left wheel,Black,8.0,29552.0
43877204.0,1268,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,0,4,Variator,Front,4-5,Right-hand drive,Black,2.0,10976.0
43884814.0,353,TOYOTA,Prius,2003,Hatchback,No,Hybrid,1.8,451500,4,Automatic,Front,4-5,Left wheel,White,12.0,22266.0
43884859.0,586,TOYOTA,Prius V,2004,Universal,Yes,Hybrid,1.8,268400,4,Automatic,Front,4-5,Left wheel,White,8.0,21639.0
43892866.0,1111,HONDA,FIT,2014,Hatchback,Yes,Hybrid,1.3,653300,4,Tiptronic,Front,4-5,Right-hand drive,Green,12.0,8781.0
43907016.0,530,NISSAN,Juke,2004,Jeep,Yes,Petrol,1.6,361800,4,Automatic,Front,4-5,Left wheel,Carnelian red,12.0,21326.0
43908507.0,900,HYUNDAI,Sonata,2009,Sedan,No,Petrol,2.4,314800,4,Automatic,Front,4-5,Left wheel,Silver,10.0,18817.0
43930362.0,645,TOYOTA,Camry,2005,Sedan,No,Petrol,1.8,435700,4,Automatic,Front,4-5,Left wheel,White,6.0,18189.0
43942837.0,640,BMW,X1,1997,Jeep,Yes,Petrol,2.0 T,52306,4,Automatic,4x4,4-5,Left wheel,Orange,12.0,28852.0
43973095.0,2670,HONDA,Elysion,2013,Minivan,No,Petrol,2.4,136384,4,Automatic,Front,4-5,Right-hand drive,Black,2.0,12000.0
43973731.0,531,NISSAN,Juke,2002,Jeep,No,Petrol,1.6,449300,4,Automatic,Front,4-5,Left wheel,White,12.0,21326.0
43973837.0,2670,HONDA,Elysion,2007,Minivan,No,Petrol,2.4,320400,4,Automatic,Front,4-5,Right-hand drive,Silver,2.0,18000.0
43995670.0,1405,BMW,X5,2003,Jeep,Yes,Petrol,3,337500,6,Tiptronic,4x4,4-5,Left wheel,Black,8.0,24462.0
44006324.0,779,TOYOTA,RAV 4 Le,1993,Jeep,No,Petrol,2.5,3500,4,Tiptronic,Front,4-5,Left wheel,White,12.0,34497.0
44018926.0,1095,CHEVROLET,Captiva,2008,Jeep,Yes,Diesel,2.0 T,399700,4,Tiptronic,Front,4-5,Left wheel,Black,2.0,18189.0
44044771.0,810,CHEVROLET,Cruze,2006,Sedan,Yes,Petrol,1.8,417300,4,Tiptronic,Front,4-5,Left wheel,White,6.0,15681.0
44045326.0,1031,MAZDA,Demio,2015,Hatchback,No,Petrol,1.2,604200,4,Automatic,Front,4-5,Right-hand drive,Grey,4.0,8000.0
44058112.0,1064,VOLKSWAGEN,UP,2018,Hatchback,No,Petrol,1,557798,3,Tiptronic,Front,4-5,Right-hand drive,White,2.0,6500.0
44063175.0,1552,TOYOTA,Sienta,2015,Minivan,No,Hybrid,1.5,0,4,Automatic,Front,4-5,Right-hand drive,White,2.0,18000.0
44063335.0,4283,HONDA,Elysion,2012,Minivan,No,Petrol,2.4,474300,4,Automatic,Front,4-5,Right-hand drive,White,2.0,10000.0
44063410.0,2266,HONDA,Fred,2018,Minivan,No,Hybrid,1.5,0,4,Automatic,Front,4-5,Right-hand drive,Blue,2.0,16000.0
44063560.0,2056,LEXUS,IS 250,2009,Sedan,Yes,Petrol,2.5,423400,4,Automatic,Front,4-5,Right-hand drive,Black,6.0,13000.0
44063688.0,1505,TOYOTA,Prius V,2012,Hatchback,No,Hybrid,1.8,536300,4,Automatic,Front,4-5,Right-hand drive,White,8.0,13500.0
44077249.0,1974,HONDA,FIT,2013,Hatchback,No,Petrol,1.3,479600,4,Automatic,Front,4-5,Right-hand drive,Black,2.0,12500.0
44077675.0,867,FIAT,500,2015,Coupe,Yes,Diesel,1.3 T,505400,4,Manual,Front,2-3,Left wheel,Beige,12.0,9095.0
44082868.0,1277,TOYOTA,Prius,2014,Hatchback,No,Hybrid,1.5,507600,4,Automatic,Front,4-5,Left wheel,Black,8.0,8467.0
44087791.0,779,VOLKSWAGEN,Passat sel,2002,Sedan,Yes,Petrol,2.5,258700,5,Tiptronic,Front,4-5,Left wheel,Black,6.0,22580.0
44090705.0,1031,NISSAN,Note,2018,Hatchback,No,Petrol,1.2,507800,3,Automatic,Front,4-5,Right-hand drive,Carnelian red,2.0,8000.0
44092230.0,1055,LEXUS,GS 350,1987,Sedan,Yes,Petrol,3.5,0,6,Tiptronic,4x4,4-5,Left wheel,Brown,8.0,47042.0
44094036.0,765,FORD,Focus SE,2014,Sedan,No,Petrol,2,518000,4,Automatic,Front,4-5,Left wheel,Sky blue,10.0,12858.0
44095225.0,1024,FORD,Escape,2006,Jeep,Yes,Hybrid,2.5,392500,4,Automatic,Front,4-5,Left wheel,Grey,10.0,17249.0
44096638.0,530,FORD,Fusion,2007,Sedan,No,Petrol,1.6,264800,4,Tiptronic,Front,4-5,Left wheel,White,10.0,18817.0
44096646.0,2858,MERCEDES-BENZ,GL 550,1997,Jeep,Yes,Petrol,5.5,266300,8,Tiptronic,4x4,4-5,Left wheel,Black,12.0,28225.0
44105224.0,1091,TOYOTA,RAV 4,1989,Jeep,No,Petrol,2.5,75000,4,Tiptronic,Front,4-5,Left wheel,Carnelian red,8.0,40769.0
44109010.0,1268,TOYOTA,Aqua,2011,Hatchback,No,Hybrid,1.5,567900,4,Variator,Front,4-5,Right-hand drive,Silver,0.0,10349.0
44109014.0,1266,HONDA,FIT,2014,Hatchback,No,Hybrid,1.5,99882,4,Variator,Front,4-5,Right-hand drive,Silver,0.0,10976.0
44116362.0,697,HONDA,Hr-v EXL,2000,Jeep,Yes,Petrol,1.8,270179,4,Automatic,Front,4-5,Left wheel,Grey,0.0,24618.0
44132148.0,3208,AUDI,S6,2009,Sedan,Yes,Petrol,5.2,407400,6,Tiptronic,4x4,4-5,Left wheel,White,6.0,13000.0
44139654.0,1408,FORD,Transit,2008,Microbus,No,Diesel,2.2 T,430400,4,Manual,Front,4-5,Left wheel,White,2.0,16618.0
44150375.0,639,VOLKSWAGEN,Golf TDI,2004,Hatchback,Yes,Diesel,2.0 T,289400,4,Manual,Front,4-5,Left wheel,Blue,8.0,21796.0
44153312.0,639,AUDI,Q5,1991,Jeep,Yes,Petrol,2,93100,1,Tiptronic,4x4,4-5,Left wheel,White,12.0,38500.0
44154466.0,1236,MAZDA,Demio,2019,Hatchback,No,Petrol,1.3,614300,4,Automatic,Front,4-5,Right-hand drive,Black,2.0,6500.0
44164473.0,397,TOYOTA,Prius,2004,Hatchback,No,Hybrid,1.8,210700,4,Automatic,Front,4-5,Left wheel,Blue,8.0,22737.0
44165847.0,503,TOYOTA,Prius C,2009,Hatchback,No,Hybrid,1.5,390400,4,Variator,Front,4-5,Left wheel,White,12.0,13799.0
44174594.0,781,TOYOTA,Camry,2006,Sedan,Yes,Hybrid,2.5,415700,4,Automatic,Front,4-5,Left wheel,Sky blue,8.0,16935.0
44187346.0,1307,CHEVROLET,Camaro,1996,Sedan,No,Petrol,3.6,171900,2,Automatic,Front,2-3,Left wheel,Black,0.0,30577.0
44227189.0,1024,SUBARU,Forester,2014,Jeep,No,Petrol,2.5,565794,4,Tiptronic,4x4,4-5,Left wheel,Blue,12.0,11300.0
44232129.0,1267,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,557900,4,Automatic,Front,4-5,Right-hand drive,Black,10.0,10349.0
44235227.0,3894,BMW,X5 4.8is,1995,Jeep,Yes,Petrol,4.8,212100,8,Tiptronic,4x4,4-5,Left wheel,Silver,12.0,31361.0
44236145.0,831,CHEVROLET,Malibu,1997,Sedan,Yes,Petrol,1.5,44700,4,Tiptronic,Front,4-5,Left wheel,Grey,10.0,33500.0
44236177.0,562,BUICK,Encore,1996,Jeep,No,Petrol,1.4,201500,4,Tiptronic,Front,4-5,Left wheel,Black,10.0,28100.0
44253811.0,781,CHEVROLET,Cruze LS,2005,Sedan,No,Petrol,1.4 T,377500,4,Automatic,Front,4-5,Left wheel,Black,8.0,16621.0
44281026.0,1268,TOYOTA,Aqua,2013,Hatchback,Yes,Hybrid,1.5,488312,4,Automatic,Front,4-5,Right-hand drive,Sky blue,6.0,8000.0
44281806.0,1917,MERCEDES-BENZ,A 170,2018,Hatchback,No,Petrol,1.7,619100,4,Automatic,Front,4-5,Right-hand drive,Silver,2.0,6000.0
44284749.0,934,TOYOTA,Camry SE,2000,Sedan,Yes,Petrol,2.5,231800,4,Automatic,Front,4-5,Left wheel,Black,8.0,23207.0
44284905.0,639,FORD,Fusion SE,2007,Sedan,No,Petrol,2.0 T,392800,4,Automatic,Front,4-5,Left wheel,Grey,8.0,17876.0
